NDE Bearing Temperature Value in c_mean;NDE Bearing Temperature Value in c_sd;NDE Bearing Temperature Value in c_range;NDE Bearing Temperature Value in c_skew;NDE Bearing Temperature Value in c_kurt;NDE Bearing Temperature Value in c_max;NDE Bearing Temperature Value in c_min;NDE Bearing Temperature Value in c_q95;NDE Bearing Temperature Value in c_q90;NDE Bearing Temperature Value in c_q80;DE Bearing TemperatureValue in c_mean;DE Bearing TemperatureValue in c_sd;DE Bearing TemperatureValue in c_range;DE Bearing TemperatureValue in c_skew;DE Bearing TemperatureValue in c_kurt;DE Bearing TemperatureValue in c_max;DE Bearing TemperatureValue in c_min;DE Bearing TemperatureValue in c_q95;DE Bearing TemperatureValue in c_q90;DE Bearing TemperatureValue in c_q80;NDE X-Vibration Value_mean;NDE X-Vibration Value_sd;NDE X-Vibration Value_range;NDE X-Vibration Value_skew;NDE X-Vibration Value_kurt;NDE X-Vibration Value_max;NDE X-Vibration Value_min;NDE X-Vibration Value_q95;NDE X-Vibration Value_q90;NDE X-Vibration Value_q80;NDE Y-Vibration Value_mean;NDE Y-Vibration Value_sd;NDE Y-Vibration Value_range;NDE Y-Vibration Value_skew;NDE Y-Vibration Value_kurt;NDE Y-Vibration Value_max;NDE Y-Vibration Value_min;NDE Y-Vibration Value_q95;NDE Y-Vibration Value_q90;NDE Y-Vibration Value_q80;DE X-Vibration Value_mean;DE X-Vibration Value_sd;DE X-Vibration Value_range;DE X-Vibration Value_skew;DE X-Vibration Value_kurt;DE X-Vibration Value_max;DE X-Vibration Value_min;DE X-Vibration Value_q95;DE X-Vibration Value_q90;DE X-Vibration Value_q80;DE Y-Vibration Value_mean;DE Y-Vibration Value_sd;DE Y-Vibration Value_range;DE Y-Vibration Value_skew;DE Y-Vibration Value_kurt;DE Y-Vibration Value_max;DE Y-Vibration Value_min;DE Y-Vibration Value_q95;DE Y-Vibration Value_q90;DE Y-Vibration Value_q80;Fault_lag
47.81509908;5.035149449;14.40124512;-0.585610453;-1.206747558;53.19824219;38.79699707;52.99682617;52.89611816;52.79541016;51.19048055;3.600025896;10.29968262;-0.390664982;-1.39308158;55.29785156;44.99816895;55.19714355;55.19714355;54.89807129;1.051690011;0.483436443;2.661895752;0.897252677;0.26511193;2.691650391;0.029754639;2.003479004;1.6746521;1.405334473;0.955174127;0.45066962;3.858184814;2.011290682;7.980193994;3.887939453;0.029754639;1.587600708;1.345825195;1.25579834;0.943768214;0.395291698;2.721405029;1.050833794;2.071547332;2.751159668;0.029754639;1.794433594;1.435089111;1.165771484;1.348514682;0.689430412;5.62210083;1.653860951;7.060229597;5.651855469;0.029754639;2.338256836;1.973724365;1.794433594;FALSE
48.73873901;5.109980311;14.99938965;-0.915396094;-0.750641731;53.79638672;38.79699707;53.39660645;53.09753418;52.89611816;51.87263997;3.631463874;10.29968262;-0.76647187;-0.995063896;55.29785156;44.99816895;55.29785156;55.19714355;55.09643555;1.058615007;0.486325154;2.213287354;0.934764358;0.27273248;2.691650391;0.478363037;2.063369751;1.704406738;1.405334473;0.962272352;0.438333565;3.858184814;2.006573729;7.871781413;3.887939453;0.029754639;1.614379883;1.375579834;1.25579834;0.953465544;0.386538487;2.721405029;1.153228039;1.963507508;2.751159668;0.029754639;1.794433594;1.435089111;1.196289063;1.395983535;0.644507755;5.62210083;1.960199125;8.197123124;5.651855469;0.029754639;2.359085083;2.003479004;1.794433594;FALSE
50.05390422;4.444966211;14.99938965;-1.508254602;1.050256927;53.79638672;38.79699707;53.59802246;53.49731445;53.09753418;52.72645569;3.216905835;10.29968262;-1.323940179;0.427843023;55.29785156;44.99816895;55.29785156;55.19714355;55.09643555;1.062986509;0.485390035;2.213287354;0.872512564;0.131371458;2.691650391;0.478363037;2.033233643;1.704406738;1.405334473;0.973182581;0.422639027;3.499603271;2.07357334;8.03106818;3.887939453;0.388336182;1.599502563;1.375579834;1.25579834;0.961587916;0.375528268;2.721405029;1.219599845;1.843011577;2.751159668;0.029754639;1.763916016;1.435089111;1.196289063;1.429470221;0.607332626;5.023956299;2.240617895;9.077505142;5.651855469;0.62789917;2.347183228;2.033233643;1.824188232;FALSE
51.16937256;2.670113498;12.69836426;-1.491982542;1.958809786;53.79638672;41.09802246;53.59802246;53.59802246;53.29589844;53.60748291;2.067629159;9.399414063;-1.659423311;2.131946157;55.29785156;45.8984375;55.29785156;55.19714355;55.09643555;1.050804738;0.475256103;2.27355957;0.840755815;0.052531953;2.691650391;0.41809082;1.973724365;1.6746521;1.405334473;0.953841689;0.382698025;2.780914307;1.478413569;4.328704573;3.109741211;0.328826904;1.537017822;1.345825195;1.25579834;0.952400891;0.354652006;2.033996582;1.112876258;0.95900132;2.542114258;0.508117676;1.734161377;1.435089111;1.196289063;1.386770073;0.561730295;4.425811768;1.392955245;4.700127536;4.455566406;0.029754639;2.30255127;1.973724365;1.824188232;FALSE
51.21404521;2.505597474;9.59777832;-1.163181858;0.415242455;53.79638672;44.1986084;53.59802246;53.59802246;53.29589844;53.93095907;1.365050555;4.800415039;-0.90663434;-0.458122307;55.29785156;50.49743652;55.29785156;55.19714355;55.09643555;1.048272542;0.475095391;2.27355957;0.809559663;-0.108497736;2.691650391;0.41809082;1.973724365;1.6746521;1.405334473;0.946853293;0.378343249;2.691650391;1.367181755;3.459359903;3.020477295;0.328826904;1.554870605;1.345825195;1.25579834;0.946588536;0.355457865;2.033996582;1.132411053;1.028418527;2.542114258;0.508117676;1.716308594;1.435089111;1.196289063;1.366806798;0.569135267;4.425811768;1.170204412;3.956994023;4.455566406;0.029754639;2.332305908;1.973724365;1.824188232;FALSE
50.63757324;3.441829921;11.39831543;-1.183000064;-0.026085749;53.79638672;42.39807129;53.59802246;53.59802246;53.29589844;53.7712911;1.695349424;6.301879883;-1.271233379;0.530666356;55.29785156;48.99597168;55.29785156;55.19714355;55.09643555;1.041886517;0.473789411;2.632141113;0.817671598;-0.01797511;2.691650391;0.059509277;1.963310242;1.6746521;1.405334473;0.930567647;0.39015508;2.990722656;1.285696281;3.725337331;3.020477295;0.029754639;1.495361328;1.345825195;1.226043701;0.940581348;0.352894505;2.512359619;1.130472415;1.271886418;2.542114258;0.029754639;1.6746521;1.405334473;1.165771484;1.324391524;0.603075209;4.425811768;0.966994352;3.724520967;4.455566406;0.029754639;2.218933105;1.973724365;1.794433594;FALSE
49.78244527;4.363337262;12.69836426;-0.84048841;-0.983709826;53.79638672;41.09802246;53.59802246;53.59802246;53.29589844;53.30499268;2.365716009;7.699584961;-1.124366423;-0.22393906;55.29785156;47.5982666;55.29785156;55.19714355;55.09643555;1.029858382;0.472229279;2.632141113;0.885979004;0.147156172;2.691650391;0.059509277;1.943969727;1.6746521;1.405334473;0.911442057;0.381920571;2.811431885;1.084985827;2.963215764;2.841186523;0.029754639;1.495361328;1.333618164;1.226043701;0.928683397;0.351087087;2.512359619;1.139408458;1.539560654;2.542114258;0.029754639;1.6746521;1.405334473;1.165771484;1.277971871;0.607875322;4.216766357;0.69593636;2.812555261;4.246520996;0.029754639;2.161941528;1.931762695;1.763916016;FALSE
48.67773438;5.091381146;13.69934082;-0.462849605;-1.532779841;53.79638672;40.0970459;53.59802246;53.59802246;53.29589844;52.61249797;3.013659708;8.901977539;-0.775040486;-1.007929681;55.29785156;46.39587402;55.29785156;55.19714355;55.09643555;1.045175032;0.481682856;2.632141113;0.849273172;0.110877352;2.691650391;0.059509277;1.99306488;1.6746521;1.405334473;0.921793135;0.38991945;2.811431885;1.002145158;2.831157773;2.841186523;0.029754639;1.513214111;1.345825195;1.226043701;0.936171009;0.360615204;2.512359619;1.030983823;1.491792094;2.542114258;0.029754639;1.707382202;1.408309937;1.165771484;1.253781681;0.646173241;4.216766357;0.508710355;2.224542626;4.246520996;0.029754639;2.181282043;1.913452148;1.788330078;FALSE
47.39767456;5.558612591;14.49890137;-0.108404332;-1.725641068;53.79638672;39.29748535;53.59802246;53.59802246;53.29589844;51.73676554;3.52165229;9.899902344;-0.439734084;-1.423774284;55.29785156;45.39794922;55.29785156;55.19714355;55.09643555;1.039188139;0.476729968;2.571868896;0.802149717;-0.00840738;2.631378174;0.059509277;1.963310242;1.6746521;1.405334473;0.914976831;0.400588443;2.811431885;1.034108958;3.124851059;2.841186523;0.029754639;1.495361328;1.333618164;1.226043701;0.930648804;0.359532472;2.512359619;0.987270972;1.632847424;2.542114258;0.029754639;1.6746521;1.405334473;1.165771484;1.214099938;0.675886961;4.216766357;0.519759628;2.136957703;4.246520996;0.029754639;2.093505859;1.913452148;1.794433594;FALSE
46.01292928;5.753690455;15.10009766;0.240818854;-1.630549995;53.79638672;38.69628906;53.59802246;53.59802246;53.29589844;50.73147583;3.841388495;10.60180664;-0.134501697;-1.571009527;55.29785156;44.69604492;55.29785156;55.19714355;54.99572754;1.023349356;0.477146971;2.571868896;0.889173892;0.23670599;2.631378174;0.059509277;1.963310242;1.611633301;1.375579834;0.898750501;0.39227421;2.571868896;0.646594294;1.597041445;2.601623535;0.029754639;1.473999023;1.333618164;1.25579834;0.917531064;0.360797093;2.512359619;1.03087671;2.092399001;2.542114258;0.029754639;1.614379883;1.405334473;1.165771484;1.158741542;0.687960077;4.216766357;0.347619778;1.241830534;4.246520996;0.029754639;2.088928223;1.913452148;1.794433594;TRUE
